Date,Day of Week,Visits,Year,xmas,cl,Class,days from christmas,springb,springb2,sb,break,holiday,snowfall,snowclass,Snowclass,numsnowclass,weekday,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,SeasonDay,class,wkday,wkday2,dec,spred
11/22/2015,Sunday,944,2,0,1,2,33,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,2,medium,0,0,0,3
11/23/2015,Monday,182,2,0,1,1,32,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,3,low,1,0,0,2
11/24/2015,Tuesday,269,2,0,1,1,31,0,0,0,0,0,4,MediumLow,medium,2,1,0,0,0,0,1,0,0,4,low,1,1,0,2
11/25/2015,Wednesday,743,2,0,1,2,30,0,0,0,0,0,2,Low,low,1,1,0,0,0,0,0,1,0,5,medium,1,1,0,2
11/26/2015,Thursday,883,2,0,1,2,29,0,0,0,0,1,0,None,none,0,1,0,0,0,0,0,0,1,6,medium,0,1,0,2
11/27/2015,Friday,2173,2,0,3,3,28,0,0,0,0,1,0,None,none,0,0,1,0,0,0,0,0,0,7,high,0,0,0,3
11/28/2015,Saturday,2394,2,0,3,3,27,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,8,high,0,0,0,3
11/29/2015,Sunday,1130,2,0,2,3,26,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,9,high,0,0,0,3
11/30/2015,Monday,172,2,0,1,1,25,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,10,low,1,0,0,2
12/1/2015,Tuesday,88,2,0,1,1,24,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,11,low,1,1,1,2
12/2/2015,Wednesday,194,2,0,1,1,23,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,0,1,0,12,low,1,1,1,2
12/3/2015,Thursday,0,2,0,1,1,22,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,0,0,1,13,low,0,1,1,2
12/4/2015,Friday,567,2,0,1,2,21,0,0,0,0,0,5,MediumLow,medium,2,0,1,0,0,0,0,0,0,14,medium,0,0,1,3
12/5/2015,Saturday,1769,2,0,2,3,20,0,0,0,0,0,1,Low,low,1,0,0,1,0,0,0,0,0,15,high,0,0,1,3
12/6/2015,Sunday,3211,2,0,3,3,19,0,0,0,0,0,17,High,high,5,0,0,0,1,0,0,0,0,16,high,0,0,1,3
12/7/2015,Monday,193,2,0,1,1,18,0,0,0,0,0,6,Medium,medium,3,1,0,0,0,1,0,0,0,17,low,1,0,1,2
12/8/2015,Tuesday,66,2,0,1,1,17,0,0,0,0,0,7,Medium,medium,3,1,0,0,0,0,1,0,0,18,low,1,1,1,2
12/9/2015,Wednesday,101,2,0,1,1,16,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,0,1,0,19,low,1,1,1,2
12/10/2015,Thursday,319,2,0,1,1,15,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,0,0,0,1,20,low,0,1,1,2
12/11/2015,Friday,1412,2,0,2,3,14,0,0,0,0,0,7,Medium,medium,3,0,1,0,0,0,0,0,0,21,high,0,0,1,3
12/12/2015,Saturday,3636,2,0,3,3,13,0,0,0,0,0,1,Low,low,1,0,0,1,0,0,0,0,0,22,high,0,0,1,3
12/13/2015,Sunday,5383,2,0,3,3,12,0,0,0,0,0,13,High,high,5,0,0,0,1,0,0,0,0,23,high,0,0,1,3
12/14/2015,Monday,1331,2,0,2,3,11,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,1,0,0,0,24,high,1,0,1,2
12/15/2015,Tuesday,931,2,0,1,2,10,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,25,medium,1,1,1,2
12/16/2015,Wednesday,880,2,0,1,2,9,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,0,1,0,26,medium,1,1,1,2
12/17/2015,Thursday,1335,2,0,2,3,8,0,0,0,0,0,7,Medium,medium,3,1,0,0,0,0,0,0,1,27,high,0,1,1,2
12/18/2015,Friday,3019,2,0,3,3,7,0,0,0,0,0,17,High,high,5,0,1,0,0,0,0,0,0,28,high,0,0,1,3
12/19/2015,Saturday,5395,2,1,3,3,6,0,0,0,1,0,5,MediumLow,medium,2,0,0,1,0,0,0,0,0,29,high,0,0,1,3
12/20/2015,Sunday,4519,2,1,3,3,5,0,0,0,1,0,7,Medium,medium,3,0,0,0,1,0,0,0,0,30,high,0,0,1,3
12/21/2015,Monday,3203,2,1,3,3,4,0,0,0,1,0,10,MediumHigh,high,4,1,0,0,0,1,0,0,0,31,high,1,0,1,2
12/22/2015,Tuesday,4229,2,1,3,3,3,0,0,0,1,0,21,High,high,5,1,0,0,0,0,1,0,0,32,high,1,1,1,2
12/23/2015,Wednesday,4827,2,1,3,3,2,0,0,0,1,0,17,High,high,5,1,0,0,0,0,0,1,0,33,high,1,1,1,2
12/24/2015,Thursday,4435,2,1,3,3,1,0,0,0,1,0,9,MediumHigh,high,4,1,0,0,0,0,0,0,1,34,high,0,1,1,2
12/25/2015,Friday,3661,2,1,3,3,0,0,0,0,1,0,0,None,none,0,0,1,0,0,0,0,0,0,35,high,0,0,1,3
12/26/2015,Saturday,5658,2,1,3,3,1,0,0,0,1,0,0,None,none,0,0,0,1,0,0,0,0,0,36,high,0,0,1,3
12/27/2015,Sunday,5187,2,1,3,3,2,0,0,0,1,0,1,Low,low,1,0,0,0,1,0,0,0,0,37,high,0,0,1,3
12/28/2015,Monday,5478,2,1,3,3,3,0,0,0,1,0,1,Low,low,1,1,0,0,0,1,0,0,0,38,high,1,0,1,2
12/29/2015,Tuesday,5400,2,1,3,3,4,0,0,0,1,0,0,None,none,0,1,0,0,0,0,1,0,0,39,high,1,1,1,2
12/30/2015,Wednesday,6910,2,1,3,3,5,0,0,0,1,0,0,None,none,0,1,0,0,0,0,0,1,0,40,high,1,1,1,2
12/31/2015,Thursday,5844,2,1,3,3,6,0,0,0,1,0,0,None,none,0,1,0,0,0,0,0,0,1,41,high,0,1,1,2
1/1/2016,Friday,6488,2,1,3,3,7,0,0,0,1,1,0,None,none,0,0,1,0,0,0,0,0,0,42,high,0,0,0,3
1/2/2016,Saturday,7090,2,1,3,3,8,0,0,0,1,0,0,None,none,0,0,0,1,0,0,0,0,0,43,high,0,0,0,3
1/3/2016,Sunday,3264,2,1,3,3,9,0,0,0,1,0,3,Low,low,1,0,0,0,1,0,0,0,0,44,high,0,0,0,3
1/4/2016,Monday,1172,2,1,2,3,10,0,0,0,1,0,9,MediumHigh,high,4,1,0,0,0,1,0,0,0,45,high,1,0,0,2
1/5/2016,Tuesday,999,2,1,1,2,11,0,0,0,1,0,1,Low,low,1,1,0,0,0,0,1,0,0,46,medium,1,1,0,2
1/6/2016,Wednesday,1168,2,1,2,3,12,0,0,0,1,0,1,Low,low,1,1,0,0,0,0,0,1,0,47,high,1,1,0,2
1/7/2016,Thursday,1119,2,1,2,3,13,0,0,0,1,0,0,None,none,0,1,0,0,0,0,0,0,1,48,high,0,1,0,2
1/8/2016,Friday,1911,2,1,2,3,14,0,0,0,1,0,0,None,none,0,0,1,0,0,0,0,0,0,49,high,0,0,0,3
1/9/2016,Saturday,6769,2,1,3,3,15,0,0,0,1,0,0,None,none,0,0,0,1,0,0,0,0,0,50,high,0,0,0,3
1/10/2016,Sunday,3937,2,1,3,3,16,0,0,0,1,0,0,None,none,0,0,0,0,1,0,0,0,0,51,high,0,0,0,3
1/11/2016,Monday,643,2,0,1,2,17,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,52,medium,1,0,0,2
1/12/2016,Tuesday,568,2,0,1,2,18,0,0,0,0,0,7,Medium,medium,3,1,0,0,0,0,1,0,0,53,medium,1,1,0,2
1/13/2016,Wednesday,1542,2,0,2,3,19,0,0,0,0,0,8,MediumHigh,high,4,1,0,0,0,0,0,1,0,54,high,1,1,0,2
1/14/2016,Thursday,1288,2,0,2,3,20,0,0,0,0,0,6,Medium,medium,3,1,0,0,0,0,0,0,1,55,high,0,1,0,2
1/15/2016,Friday,2549,2,0,3,3,21,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,56,high,0,0,0,3
1/16/2016,Saturday,7140,2,0,3,3,22,0,0,0,0,0,5,MediumLow,medium,2,0,0,1,0,0,0,0,0,57,high,0,0,0,3
1/17/2016,Sunday,5257,2,0,3,3,23,0,0,0,0,0,5,MediumLow,medium,2,0,0,0,1,0,0,0,0,58,high,0,0,0,3
1/18/2016,Monday,6106,2,0,3,3,24,0,0,0,0,1,0,None,none,0,1,0,0,0,1,0,0,0,59,high,1,0,0,2
1/19/2016,Tuesday,760,2,0,1,2,25,0,0,0,0,0,1,Low,low,1,1,0,0,0,0,1,0,0,60,medium,1,1,0,2
1/20/2016,Wednesday,1094,2,0,2,3,26,0,0,0,0,0,8,MediumHigh,high,4,1,0,0,0,0,0,1,0,61,high,1,1,0,2
1/21/2016,Thursday,190,2,0,1,1,27,0,0,0,0,0,10,MediumHigh,high,4,1,0,0,0,0,0,0,1,62,low,0,1,0,2
1/22/2016,Friday,1575,2,0,2,3,28,0,0,0,0,0,2,Low,low,1,0,1,0,0,0,0,0,0,63,high,0,0,0,3
1/23/2016,Saturday,6201,2,0,3,3,29,0,0,0,0,0,1,Low,low,1,0,0,1,0,0,0,0,0,64,high,0,0,0,3
1/24/2016,Sunday,5515,2,0,3,3,30,0,0,0,0,0,4,MediumLow,medium,2,0,0,0,1,0,0,0,0,65,high,0,0,0,3
1/25/2016,Monday,1390,2,0,2,3,31,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,66,high,1,0,0,2
1/26/2016,Tuesday,308,2,0,1,1,32,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,67,low,1,1,0,2
1/27/2016,Wednesday,243,2,0,1,1,33,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,68,low,1,1,0,2
1/28/2016,Thursday,149,2,0,1,1,34,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,0,1,69,low,0,1,0,2
1/29/2016,Friday,1878,2,0,2,3,35,0,0,0,0,0,3,Low,low,1,0,1,0,0,0,0,0,0,70,high,0,0,0,3
1/30/2016,Saturday,6882,2,0,3,3,36,0,0,0,0,0,9,MediumHigh,high,4,0,0,1,0,0,0,0,0,71,high,0,0,0,3
1/31/2016,Sunday,5683,2,0,3,3,37,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,72,high,0,0,0,3
2/1/2016,Monday,971,2,0,1,2,38,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,73,medium,1,0,0,2
2/2/2016,Tuesday,905,2,0,1,2,39,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,74,medium,1,1,0,2
2/3/2016,Wednesday,700,2,0,1,2,40,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,75,medium,1,1,0,2
2/4/2016,Thursday,1673,2,0,2,3,41,0,0,0,0,0,12,High,high,5,1,0,0,0,0,0,0,1,76,high,0,1,0,2
2/5/2016,Friday,1587,2,0,2,3,42,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,77,high,0,0,0,3
2/6/2016,Saturday,5923,2,0,3,3,43,0,0,0,0,0,6,Medium,medium,3,0,0,1,0,0,0,0,0,78,high,0,0,0,3
2/7/2016,Sunday,5261,2,0,3,3,44,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,79,high,0,0,0,3
2/8/2016,Monday,1107,2,0,2,3,45,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,80,high,1,0,0,2
2/9/2016,Tuesday,939,2,0,1,2,46,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,81,medium,1,1,0,2
2/10/2016,Wednesday,754,2,0,1,2,47,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,82,medium,1,1,0,2
2/11/2016,Thursday,607,2,0,1,2,48,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,0,1,83,medium,0,1,0,2
2/12/2016,Friday,1167,2,0,2,3,49,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,84,high,0,0,0,3
2/13/2016,Saturday,4494,2,0,3,3,50,0,0,0,0,0,4,MediumLow,medium,2,0,0,1,0,0,0,0,0,85,high,0,0,0,3
2/14/2016,Sunday,2128,2,0,3,3,51,0,0,0,0,0,4,MediumLow,medium,2,0,0,0,1,0,0,0,0,86,high,0,0,0,3
2/15/2016,Monday,1653,2,0,2,3,52,0,0,0,0,1,3,Low,low,1,1,0,0,0,1,0,0,0,87,high,1,0,0,2
2/16/2016,Tuesday,1365,2,0,2,3,53,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,1,0,0,88,high,1,1,0,2
2/17/2016,Wednesday,842,2,0,1,2,54,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,89,medium,1,1,0,2
2/18/2016,Thursday,1744,2,0,2,3,55,0,0,0,0,0,5,MediumLow,medium,2,1,0,0,0,0,0,0,1,90,high,0,1,0,2
2/19/2016,Friday,2596,2,0,3,3,56,0,0,0,0,0,3,Low,low,1,0,1,0,0,0,0,0,0,91,high,0,0,0,3
2/20/2016,Saturday,7332,2,0,3,3,57,0,1,1,0,0,10,MediumHigh,high,4,0,0,1,0,0,0,0,0,92,high,0,0,0,3
2/21/2016,Sunday,3850,2,0,3,3,58,0,1,1,0,0,0,None,none,0,0,0,0,1,0,0,0,0,93,high,0,0,0,3
2/22/2016,Monday,987,2,0,1,2,59,0,1,1,0,0,1,Low,low,1,1,0,0,0,1,0,0,0,94,medium,1,0,0,2
2/23/2016,Tuesday,1083,2,0,2,3,60,0,1,1,0,0,1,Low,low,1,1,0,0,0,0,1,0,0,95,high,1,1,0,2
2/24/2016,Wednesday,855,2,0,1,2,61,0,1,1,0,0,0,None,none,0,1,0,0,0,0,0,1,0,96,medium,1,1,0,2
2/25/2016,Thursday,1072,2,0,2,3,62,0,1,1,0,0,0,None,none,0,1,0,0,0,0,0,0,1,97,high,0,1,0,2
2/26/2016,Friday,1130,2,0,2,3,63,0,1,1,0,0,0,None,none,0,0,1,0,0,0,0,0,0,98,high,0,0,0,3
2/27/2016,Saturday,3241,2,0,3,3,64,0,1,1,0,0,0,None,none,0,0,0,1,0,0,0,0,0,99,high,0,0,0,3
2/28/2016,Sunday,2178,2,0,3,3,65,0,1,1,0,0,0,None,none,0,0,0,0,1,0,0,0,0,100,high,0,0,0,3
2/29/2016,Monday,998,2,0,1,2,66,0,0,1,0,0,8,MediumHigh,high,4,1,0,0,0,1,0,0,0,101,medium,1,0,0,2
3/1/2016,Tuesday,123,2,0,1,1,67,0,0,1,0,0,4,MediumLow,medium,2,1,0,0,0,0,1,0,0,102,low,1,1,0,2
3/2/2016,Wednesday,745,2,0,1,2,68,0,0,1,0,0,2,Low,low,1,1,0,0,0,0,0,1,0,103,medium,1,1,0,2
3/3/2016,Thursday,1004,2,0,2,3,69,0,0,1,0,0,0,None,none,0,1,0,0,0,0,0,0,1,104,high,0,1,0,2
3/4/2016,Friday,1449,2,0,2,3,70,0,0,1,0,0,0,None,none,0,0,1,0,0,0,0,0,0,105,high,0,0,0,3
3/5/2016,Saturday,3488,2,0,3,3,71,0,0,1,0,0,2,Low,low,1,0,0,1,0,0,0,0,0,106,high,0,0,0,3
3/6/2016,Sunday,3162,2,0,3,3,72,0,0,1,0,0,3,Low,low,1,0,0,0,1,0,0,0,0,107,high,0,0,0,3
3/7/2016,Monday,636,2,0,1,2,73,0,0,1,0,0,0,None,none,0,1,0,0,0,1,0,0,0,108,medium,1,0,0,2
3/8/2016,Tuesday,684,2,0,1,2,74,0,0,1,0,0,3,Low,low,1,1,0,0,0,0,1,0,0,109,medium,1,1,0,2
3/9/2016,Wednesday,577,2,0,1,2,75,0,0,1,0,0,1,Low,low,1,1,0,0,0,0,0,1,0,110,medium,1,1,0,2
3/10/2016,Thursday,931,2,0,1,2,76,0,0,1,0,0,12,High,high,5,1,0,0,0,0,0,0,1,111,medium,0,1,0,2
3/11/2016,Friday,1642,2,0,2,3,77,0,0,1,0,0,2,Low,low,1,0,1,0,0,0,0,0,0,112,high,0,0,0,3
3/12/2016,Saturday,3775,2,0,3,3,78,0,0,1,0,0,3,Low,low,1,0,0,1,0,0,0,0,0,113,high,0,0,0,3
3/13/2016,Sunday,3184,2,0,3,3,79,0,0,1,0,0,11,High,high,5,0,0,0,1,0,0,0,0,114,high,0,0,0,3
3/14/2016,Monday,1385,2,0,2,3,80,1,0,1,1,0,12,High,high,5,1,0,0,0,1,0,0,0,115,high,1,0,0,2
3/15/2016,Tuesday,1360,2,0,2,3,81,1,0,1,1,0,7,Medium,medium,3,1,0,0,0,0,1,0,0,116,high,1,1,0,2
3/16/2016,Wednesday,1169,2,0,2,3,82,1,0,1,1,0,1,Low,low,1,1,0,0,0,0,0,1,0,117,high,1,1,0,2
3/17/2016,Thursday,1605,2,0,2,3,83,1,0,1,1,0,0,None,none,0,1,0,0,0,0,0,0,1,118,high,0,1,0,2
3/18/2016,Friday,1650,2,0,2,3,84,1,0,1,1,0,0,None,none,0,0,1,0,0,0,0,0,0,119,high,0,0,0,3
3/19/2016,Saturday,3152,2,0,3,3,85,1,0,1,1,0,0,None,none,0,0,0,1,0,0,0,0,0,120,high,0,0,0,3
3/20/2016,Sunday,1488,2,0,2,3,86,1,0,1,1,0,0,None,none,0,0,0,0,1,0,0,0,0,121,high,0,0,0,3
3/21/2016,Monday,668,2,0,1,2,87,1,0,1,1,0,0,None,none,0,1,0,0,0,1,0,0,0,122,medium,1,0,0,2
3/22/2016,Tuesday,705,2,0,1,2,88,1,0,1,1,0,0,None,none,0,1,0,0,0,0,1,0,0,123,medium,1,1,0,2
3/23/2016,Wednesday,715,2,0,1,2,89,1,0,1,1,0,1,Low,low,1,1,0,0,0,0,0,1,0,124,medium,1,1,0,2
3/24/2016,Thursday,950,2,0,1,2,90,1,0,1,1,0,3,Low,low,1,1,0,0,0,0,0,0,1,125,medium,0,1,0,2
3/25/2016,Friday,1951,2,0,2,3,91,1,0,1,1,0,4,MediumLow,medium,2,0,1,0,0,0,0,0,0,126,high,0,0,0,3
3/26/2016,Saturday,3789,2,0,3,3,92,1,0,1,1,0,0,None,none,0,0,0,1,0,0,0,0,0,127,high,0,0,0,3
3/27/2016,Sunday,1969,2,0,2,3,93,1,0,1,1,0,3,Low,low,1,0,0,0,1,0,0,0,0,128,high,0,0,0,3
3/28/2016,Monday,533,2,0,1,2,94,0,0,0,0,0,1,Low,low,1,1,0,0,0,1,0,0,0,129,medium,1,0,0,2
3/29/2016,Tuesday,2770,2,0,3,3,95,0,0,0,0,0,2,Low,low,1,1,0,0,0,0,1,0,0,130,high,1,1,0,2
3/30/2016,Wednesday,840,2,0,1,2,96,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,131,medium,1,1,0,2
3/31/2016,Thursday,778,2,0,1,2,97,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,0,1,132,medium,0,1,0,2
4/1/2016,Friday,1093,2,0,2,3,98,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,133,high,0,0,0,3
4/2/2016,Saturday,2372,2,0,3,3,99,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,134,high,0,0,0,3
4/3/2016,Sunday,2074,2,0,3,3,100,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,135,high,0,0,0,3
4/4/2016,Monday,355,2,0,1,1,101,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,136,low,1,0,0,2
4/5/2016,Tuesday,568,2,0,1,2,102,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,1,0,0,137,medium,1,1,0,2
4/6/2016,Wednesday,744,2,0,1,2,103,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,1,0,138,medium,1,1,0,2
4/7/2016,Thursday,956,2,0,1,2,104,0,0,0,0,0,0,None,none,0,1,0,0,0,0,0,0,1,139,medium,0,1,0,2
4/8/2016,Friday,860,2,0,1,2,105,0,0,0,0,0,0,None,none,0,0,1,0,0,0,0,0,0,140,medium,0,0,0,3
4/9/2016,Saturday,2484,2,0,3,3,106,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,141,high,0,0,0,3
4/10/2016,Sunday,1603,2,0,2,3,107,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,142,high,0,0,0,3
4/11/2016,Monday,407,2,0,1,1,108,0,0,0,0,0,0,None,none,0,1,0,0,0,1,0,0,0,143,low,1,0,0,2
4/12/2016,Tuesday,237,2,0,1,1,109,0,0,0,0,0,0,None,none,0,1,0,0,0,0,1,0,0,144,low,1,1,0,2
4/13/2016,Wednesday,316,2,0,1,1,110,0,0,0,0,0,2,Low,low,1,1,0,0,0,0,0,1,0,145,low,1,1,0,2
4/14/2016,Thursday,398,2,0,1,1,111,0,0,0,0,0,3,Low,low,1,1,0,0,0,0,0,0,1,146,low,0,1,0,2
4/15/2016,Friday,596,2,0,1,2,112,0,0,0,0,0,3,Low,low,1,0,1,0,0,0,0,0,0,147,medium,0,0,0,3
4/16/2016,Saturday,1910,2,0,2,3,113,0,0,0,0,0,0,None,none,0,0,0,1,0,0,0,0,0,148,high,0,0,0,3
4/17/2016,Sunday,1918,2,0,2,3,114,0,0,0,0,0,0,None,none,0,0,0,0,1,0,0,0,0,149,high,0,0,0,3
11/25/2016,Friday,2463,3,0,3,3,30,0,0,0,0,0,11,High,high,5,0,1,0,0,0,0,0,0,1,high,0,0,0,3
